Cruise,Station,Type,yyyy-mm-ddThh:mm:ss.sss,Longitude [degrees_east],Latitude [degrees_north],Nominal Depth [m],Niskin Bottle,Pressure [db],T [C],SAL,Sigma,TA [umol/l],TA [Reps],pH [in situ],pH reps,TA [UMOL/KG],TA DUPLICATE [UMOL/KG],"DIC(P,T,ALK,pH) [~$m~#mol/kg]:DOUBLE","pCO~_2(P,T,ALK,pH) [~$m~#Atm]:DOUBLE","Revelle Factor(P,T,ALK,pH):DOUBLE",fCO~_2 (pCO~_2) [~$m~#Atm]:DOUBLE,TCO2 in (mmol/kgSW),fCO2 in (matm),pCO2 in (matm),HCO3 in (mmol/kgSW),CO3 in (mmol/kgSW),CO2 in (mmol/kgSW),Revelle in,WCa in,WAr in,xCO2 in (dry at 1 atm) (ppm),NOX UMOL/L,PO4 UMOL/L,SiO2 UMOL/L,CHL a (ug/l)
RFI,308,B,2015,325.88165,63.247,300,4,304.139,4.5554,34.9687,27.7038,,,8.0441,,2308.2327,,2150.796,367.7,13.825,366.18,2002.7,388.1,389.4,1774.2,217.5,11,9.52,5.24,3.45,401.7,16.37,1.132,8.46,
RFI,308,B,2015,325.88165,63.247,200,6,200.825,4.846,34.9956,27.6915,,,8.0457,8.0436,2308.0881,2307.2559,2149.581,370.818,13.7681,369.291,2001.4,386.2,387.5,1772.2,218.2,11,9.5,5.25,3.46,399.7,16.01,1.116,8.19,
RFI,308,B,2015,325.88165,63.247,100,7,100.624,5.3665,35.0251,27.6526,,,8.0535,,2312.3477,,2148.44,368.732,13.554,367.224,2000.3,378.4,379.6,1767.8,221.7,10.7,9.424,5.34,3.52,391.6,15.09,1.067,7.88,0.12
RFI,308,B,2015,325.88165,63.247,50,8,48.623,6.0111,35.0151,27.5638,,,8.0944,,2311.4016,,2126.578,333.576,12.7788,332.224,1974.3,336.4,337.5,1726.8,237.9,9.6,9.046,5.73,3.77,348.2,11.41,0.861,7.75,0.92
RFI,308,B,2015,325.88165,63.247,20,9,20.62,6.5086,34.9865,27.4757,,,8.1416,,2313.4961,,2104.105,295.789,11.9885,294.597,1946,293.6,294.5,1679.8,257.8,8.3,8.655,6.21,4.09,303.8,8.81,0.69,7.3,
RFI,308,B,2015,325.88165,63.247,10,10,11.494,6.5157,34.9809,27.4702,,,8.1378,,2309.0403,,2101.831,298.545,12.04,297.343,1944.6,296.3,297.2,1680.5,255.7,8.4,8.682,6.16,4.06,306.6,8.87,0.689,7.04,
RFI,308,B,2015,325.88165,63.247,0,11,2.8,6.5136,34.9822,27.4713,,,8.1361,,2306.9797,,2100.844,299.931,12.0657,298.722,1943.8,297.5,298.4,1680.7,254.7,8.4,8.694,6.13,4.04,307.9,8.94,0.685,7.04,
RFI,310,B,2015,323.89667,63.25233,1000,1,1012.483,3.9361,34.9228,27.7394,,,8.0446,,2302.8813,,2138.701,336.696,13.5957,335.293,1997.9,386.8,388,1769.9,217,11,9.517,5.23,3.44,400.3,16.62,1.144,9.67,
RFI,310,B,2015,323.89667,63.25233,300,4,304.863,5.0139,35.0106,27.6849,,,8.0428,,2308.5959,,2148.457,369.319,13.7062,367.801,2003.4,389.5,390.7,1775.2,217.2,11.1,9.527,5.23,3.45,403.1,15.78,1.1,8.07,
RFI,310,B,2015,323.89667,63.25233,200,6,201.685,5.3142,35.0392,27.671,,,8.0462,,2312.0942,,2149.898,371.285,13.6239,369.765,2004.4,386.2,387.5,1774.5,218.9,11,9.493,5.27,3.47,399.7,15.41,1.07,7.71,
RFI,310,B,2015,323.89667,63.25233,100,7,99.741,5.7525,35.0636,27.6355,,,8.0501,8.051,2311.1211,2313.7007,2145.923,372.073,13.4894,370.559,2000.9,381.7,382.9,1769.7,220.4,10.8,9.45,5.3,3.5,395.1,14.81,1.028,7.62,0.1
RFI,310,B,2015,323.89667,63.25233,50,8,50.211,6.04,35.054,27.5909,,,8.0678,,2314.6025,,2140.688,358.095,13.1706,356.643,1993.4,363.5,364.7,1755.4,227.7,10.3,9.286,5.48,3.61,376.2,13.07,0.918,7.5,0.28
RFI,310,B,2015,323.89667,63.25233,20,9,21.238,6.5326,34.9673,27.4573,,,8.1371,,2309.0706,,2101.968,298.797,12.044,297.594,1945.2,296.9,297.9,1681.4,255.3,8.4,8.689,6.15,4.05,307.3,8.89,0.731,7.18,
RFI,310,B,2015,323.89667,63.25233,10,10,12.33,6.5365,34.9671,27.4565,,,8.1098,,2298.512,,2104.636,320.123,12.4255,318.834,1953.4,320,321,1701.7,242.6,9.1,8.906,5.84,3.85,331.2,8.8,0.693,6.92,
RFI,310,B,2015,323.89667,63.25233,0,11,3.237,6.5367,34.9669,27.4562,,,8.1091,,2317.793,,2123.321,323.839,12.4686,322.534,1971.1,323.5,324.5,1717.4,244.5,9.2,8.931,5.89,3.88,334.8,8.47,0.671,6.65,
RFI,313,B,2015,321.92401,63.22833,1000,1,1009.384,3.844,34.9233,27.7492,,,8.0452,,2306.667,,2142.724,336.759,13.6197,335.353,2000.9,386.8,388,1772.4,217.6,11,9.515,5.24,3.45,400.3,16.17,1.12,9.26,
RFI,313,B,2015,321.92401,63.22833,300,4,304.83,5.1972,35.0271,27.6764,,,8.0413,,2309.8762,,2149.008,371.109,13.6765,369.588,2005.4,391.3,392.5,1777.5,216.8,11.1,9.541,5.22,3.44,405,15.64,1.085,7.92,
RFI,313,B,2015,321.92401,63.22833,200,6,199.775,5.6136,35.0556,27.6476,,,8.0488,8.0497,2315.0332,2314.3049,2149.588,369.562,13.5015,368.055,2005.3,383.8,385.1,1774.2,220.3,10.9,9.468,5.3,3.49,397.2,14.9,1.028,7.53,
RFI,313,B,2015,321.92401,63.22833,100,7,102.663,6.0305,35.0691,27.6046,,,8.0663,,2314.283,,2140.165,357.222,13.1638,355.774,1993.9,365,366.2,1756.5,227.1,10.4,9.298,5.46,3.6,377.7,12.56,0.928,7.05,0.74
RFI,313,B,2015,321.92401,63.22833,50,8,52.835,6.2168,35.0546,27.5685,,,8.1133,,2314.2444,,2119.079,317.58,12.4375,316.295,1964.5,318.8,319.8,1709.3,246.2,9,8.88,5.92,3.9,329.9,10.03,0.776,6.66,1.49
RFI,313,B,2015,321.92401,63.22833,20,9,19.788,6.234,35.037,27.5519,,,8.1216,,2312.2798,,2113.992,311.642,12.3302,310.381,1957.5,310.9,311.9,1699.3,249.4,8.8,8.81,6,3.96,321.8,9.86,0.769,6.78,
RFI,313,B,2015,321.92401,63.22833,10,10,10.487,6.2264,35.0343,27.5506,,,8.122,,2311.9807,,2113.758,311.613,12.3313,310.353,1957,310.5,311.5,1698.7,249.5,8.8,8.807,6,3.96,321.4,9.83,0.774,6.79,
RFI,313,B,2015,321.92401,63.22833,0,11,1.609,6.2252,35.0346,27.551,,,8.1256,,2313.5774,,2113.78,309.189,12.2861,307.938,1956.1,307.5,308.5,1696.2,251.2,8.7,8.779,6.05,3.98,318.2,9.79,0.773,6.67,
RFI,314,B,2015,320.00351,62.7445,1000,1,1012.561,3.7498,34.9377,27.7702,,,8.0332,,2303.9805,,2145.521,346.734,13.8283,345.285,2005.5,399.6,400.9,1781.4,212.8,11.4,9.629,5.12,3.38,413.6,16.3,1.135,9.91,
RFI,314,B,2015,320.00351,62.7445,300,4,304.198,4.7979,34.992,27.695,,,8.0787,8.0444,2305.3333,2309.2632,2131.987,335.716,13.2021,334.332,1978.8,351.1,352.2,1738,230.8,10,9.185,5.56,3.66,363.3,15.79,1.096,8.12,
RFI,314,B,2015,320.00351,62.7445,200,6,204.152,5.3685,35.0391,27.6645,,,8.0443,,2310.9756,,2149.213,372.879,13.6357,371.354,2004.5,388.1,389.4,1775.4,218.1,11,9.51,5.25,3.46,401.7,13.75,1.013,6.93,
RFI,314,B,2015,320.00351,62.7445,100,7,103.192,5.7119,35.0313,27.6151,,,8.0726,,2308.4946,,2134.351,350.319,13.1529,348.893,1985.1,357.7,358.8,1746.1,228.9,10.2,9.239,5.51,3.63,370.1,12.95,0.94,7.17,0.23
RFI,314,B,2015,320.00351,62.7445,50,8,50.547,5.9208,35.0155,27.5757,,,8.1046,,2310.9006,,2122.213,324.528,12.6479,323.211,1967.4,326.5,327.6,1716.1,242,9.3,8.956,5.83,3.84,338,11.11,0.823,7.12,0.54
RFI,314,B,2015,320.00351,62.7445,20,9,21.111,5.9274,35.0156,27.5746,,,8.1059,,2311.5991,,2122.741,324.64,12.6432,323.322,1967.2,325.4,326.5,1715.3,242.7,9.2,8.946,5.84,3.85,336.8,10.92,0.844,7.03,
RFI,314,B,2015,320.00351,62.7445,10,10,10.444,5.9635,35.0161,27.5703,,,8.1082,,2308.6433,,2118.837,322.667,12.6007,321.358,1963.1,322.8,323.9,1710.6,243.3,9.2,8.923,5.86,3.86,334.1,10.93,0.831,7.03,
RFI,314,B,2015,320.00351,62.7445,0,11,3.746,5.9851,35.0171,27.5682,,,8.1081,,2311.417,,2121.457,323.414,12.6039,322.102,1965.6,323.3,324.4,1712.9,243.6,9.2,8.926,5.86,3.86,334.6,10.89,0.833,7.08,
RFI,316,B,2015,321.98965,62.74633,1000,1,1012.014,3.7014,34.8972,27.7427,,,8.0472,,2302.6743,,2139.117,334.208,13.6264,332.811,1996.3,384,385.3,1767.6,217.8,10.9,9.495,5.25,3.46,397.4,16.03,1.107,8.63,
RFI,316,B,2015,321.98965,62.74633,300,4,303.303,4.5056,34.9645,27.7059,,,8.0434,,2305.6084,,2148.924,367.934,13.8476,366.412,2000.7,388.5,389.7,1772.8,216.9,11,9.525,5.22,3.44,402,16.01,1.11,8.28,
RFI,316,B,2015,321.98965,62.74633,200,6,203.335,4.8675,34.9982,27.691,,,8.0445,8.043,2307.6912,2307.4043,2149.496,371.814,13.7784,370.283,2001.7,387.5,388.7,1773,217.7,11,9.511,5.24,3.45,401,15.82,1.09,8.07,
RFI,316,B,2015,321.98965,62.74633,100,7,100.662,5.3989,35.0465,27.6657,,,8.047,,2310.8291,,,,,,2002.9,385.4,386.7,1772.9,219,10.9,9.486,5.27,3.47,398.9,9.33,0.876,4.76,0.05
RFI,316,B,2015,321.98965,62.74633,50,8,50.376,5.9532,34.9971,27.557,,,7.9526,,2310.2878,,2183.159,481.419,15.0351,479.465,2056.3,501.6,503.2,1857.5,184.5,14.2,10.498,4.44,2.93,519.1,11.67,0.85,7.34,0.53
RFI,316,B,2015,321.98965,62.74633,20,9,19.864,6.3907,34.9698,27.4781,,,8.1009,,2308.6482,,2119.112,328.887,12.6045,327.56,1968.1,329.9,330.9,1718.6,240.1,9.4,8.993,5.78,3.81,341.4,7.88,0.668,5.87,
RFI,316,B,2015,321.98965,62.74633,10,10,10.442,6.4891,34.9687,27.464,,,8.1585,,2307.9717,,2091.35,282.371,11.759,281.233,1930,278.7,279.6,1657.7,264.4,7.9,8.52,6.37,4.2,288.4,9.25,0.729,6.9,
RFI,316,B,2015,321.98965,62.74633,0,11,3.372,6.561,34.968,27.4538,,,8.2053,,2308.1819,,2068.086,249.069,11.1241,248.066,1898.2,242.4,243.2,1606,285.3,6.9,8.183,6.87,4.53,250.9,9.25,0.824,6.93,
RFI,318,B,2015,324.00766,62.75433,1000,1,1011.241,3.7518,34.9008,27.7406,,,8.0505,8.0495,2305.0559,2303.2092,2139.702,331.781,13.5632,330.395,1996.5,380.8,382.1,1766.3,219.4,10.8,9.465,5.28,3.48,394.1,16.17,1.118,8.52,
RFI,318,B,2015,324.00766,62.75433,300,4,303.96,4.3778,34.9533,27.7111,,,8.0448,,2310.1648,,2153.597,367.216,13.8713,365.694,2004.1,387.8,389,1775.2,217.9,11,9.518,5.25,3.46,401.3,15.76,1.101,8.05,
RFI,318,B,2015,324.00766,62.75433,200,6,202.798,4.7571,34.9896,27.6969,,,8.0444,,2309.8147,,2152.339,372.201,13.8171,370.666,2003.7,388,389.2,1774.9,217.8,11,9.516,5.24,3.46,401.5,16,1.096,8.04,
RFI,318,B,2015,324.00766,62.75433,100,7,100.75,5.2182,35.0248,27.6702,,,8.0428,,2313.415,,2154.826,379.181,13.7662,377.627,2007.7,390.3,391.5,1778.9,217.7,11.1,9.53,5.24,3.45,403.9,15.58,1.076,7.73,0.09
RFI,318,B,2015,324.00766,62.75433,50,8,50.482,5.7805,35.0017,27.5825,,,8.0745,,2312.979,,2138.339,351.546,13.1478,350.116,1988.2,356.5,357.7,1748.1,230,10.1,9.23,5.54,3.65,369,12.29,0.91,7.44,0.78
RFI,318,B,2015,324.00766,62.75433,20,9,20.717,6.4666,34.9814,27.4773,,,8.1532,,2312.7598,,2098.283,286.649,11.8365,285.494,1937.7,283.6,284.5,1666.9,262.7,8.1,8.564,6.33,4.17,293.5,8.62,0.691,6.93,
RFI,318,B,2015,324.00766,62.75433,10,10,11.323,6.4935,34.982,27.474,,,8.15,,2312.915,,2099.903,289.463,11.8793,288.297,1939.9,286.3,287.3,1670.4,261.4,8.1,8.589,6.29,4.15,296.3,8.32,0.666,6.86,
RFI,318,B,2015,324.00766,62.75433,0,11,4.002,6.4924,34.9821,27.4742,,,8.1427,,2313.8298,,2104.342,295.547,11.9867,294.356,1945.6,292.7,293.6,1678.9,258.3,8.3,8.647,6.22,4.1,302.9,8.32,0.661,6.84,
RFI,320,B,2015,326.01651,62.7555,1000,1,1012.875,3.7233,34.8982,27.7414,,,8.051,,2301.0708,,2135.866,330.672,13.5563,329.29,1992.6,379.6,380.8,1762.6,219.1,10.8,9.456,5.28,3.48,392.9,15.57,1.086,8.07,
RFI,320,B,2015,326.01651,62.7555,300,4,303.226,4.1041,34.931,27.7227,,,8.0396,,2307.4851,,2154.998,371.55,14.0346,370.005,2004.9,393.1,394.4,1778.2,215.5,11.2,9.57,5.19,3.42,406.9,15.32,1.092,7.84,
RFI,320,B,2015,326.01651,62.7555,200,6,202.704,4.2199,34.9389,27.7158,,,8.0427,,2305.1174,,2152.251,372.657,14.0024,371.11,2000.9,389.2,390.5,1773.3,216.5,11.1,9.536,5.21,3.44,402.8,16.17,1.132,8.28,
RFI,320,B,2015,326.01651,62.7555,100,7,101.66,4.8431,34.9389,27.6459,,,8.0806,,2312.6377,,2141.361,343.359,13.2957,341.945,1984.6,350.5,351.6,1742.5,232.1,10,9.183,5.59,3.68,362.8,11.78,0.94,7.79,0.08
RFI,320,B,2015,326.01651,62.7555,50,8,50.198,5.7968,34.928,27.5221,,,8.1247,,2311.0364,,2114.728,307.871,12.4039,306.619,1955.3,308.3,309.3,1696.5,250.1,8.8,8.798,6.02,3.97,319.1,9.26,0.743,7.26,0.53
RFI,320,B,2015,326.01651,62.7555,20,9,20.352,6.1251,34.9248,27.4774,,,8.1356,,2311.2734,,2108.065,300.289,12.1795,299.073,1948.5,298.7,299.6,1685.2,254.7,8.5,8.709,6.14,4.04,309.1,8.6,0.715,6.88,
RFI,320,B,2015,326.01651,62.7555,10,10,10.718,6.1411,34.9231,27.4739,,,,,,,,,,,,,,,,,,,,,8.3,0.824,6.94,
RFI,320,B,2015,326.01651,62.7555,0,11,3.601,6.1441,34.9226,27.473,,,,,,,,,,,,,,,,,,,,,8.35,0.682,6.94,
RFI,322,B,2015,328.0015,62.75167,1000,1,1014.151,3.8919,34.9075,27.7318,,,8.0474,8.051,2303.2878,2306.3657,2138.283,334.23,13.5672,332.836,1996.7,383.9,385.1,1767.7,218,10.9,9.492,5.25,3.46,397.3,16.15,1.116,8.6,
RFI,322,B,2015,328.0015,62.75167,300,4,303.272,4.9773,35.007,27.6863,,,8.0451,,2309.5376,,2148.701,367.314,13.6832,365.803,2002.9,387.1,388.4,1773.8,218.1,11,9.506,5.25,3.46,400.6,15.82,1.088,8.01,
RFI,322,B,2015,328.0015,62.75167,200,6,203.628,5.2928,35.0309,27.6671,,,8.0426,,2310.4592,,2149.963,374.419,13.6853,372.886,2005.1,389.9,391.2,1776.7,217.3,11.1,9.528,5.23,3.45,403.6,15.68,1.046,7.84,
RFI,322,B,2015,328.0015,62.75167,100,7,99.718,5.7509,35.05,27.6249,,,8.0488,,2311.4956,,2146.899,373.428,13.5143,371.909,2002.2,383.2,384.5,1771.4,219.9,10.9,9.465,5.29,3.49,396.6,14.67,0.97,7.51,0.07
RFI,322,B,2015,328.0015,62.75167,50,8,49.859,6.2106,35.0493,27.565,,,8.0597,,2311.7402,,2140.266,365.445,13.2464,363.966,1995.8,371.6,372.8,1761.1,224.2,10.5,9.361,5.39,3.56,384.6,13.02,0.906,7.37,0.49
RFI,322,B,2015,328.0015,62.75167,20,9,19.006,6.966,35.0265,27.4447,,,8.146,,2313.1401,,2097.973,292.355,11.8079,291.184,1942.4,289.6,290.6,1674.3,259.8,8.2,8.615,6.25,4.12,299.7,7.89,0.5,3.06,
RFI,322,B,2015,328.0015,62.75167,10,10,10.65,6.9927,35.0277,27.4419,,,8.0807,,2299.24,,2114.674,345.978,12.7261,344.593,1971.8,348,349.1,1730.8,231.1,9.9,9.155,5.56,3.67,360.1,7.75,0.481,2.77,
RFI,322,B,2015,328.0015,62.75167,0,11,2.913,6.9962,35.0276,27.4412,,,8.1364,,2318.3201,,2107.436,301.237,11.9491,300.031,1953.3,298.6,299.6,1688.5,256.3,8.5,8.696,6.17,4.07,309,7.72,0.478,2.74,
RFI,324,B,2015,330.01999,62.75417,1000,1,1013.16,3.8455,34.9064,27.7356,,,8.0424,,2308.4475,,2145.586,339.375,13.6692,337.959,2004.3,390.3,391.5,1776.6,216.6,11.1,9.547,5.22,3.44,403.9,16.24,1.124,8.74,
RFI,324,B,2015,330.01999,62.75417,300,4,303.587,5.2032,35.024,27.6733,,,8.0409,,2313.9497,,2153.061,372.234,13.6892,370.708,2009.3,392.5,393.7,1781.2,217,11.1,9.549,5.22,3.44,406.2,15.89,1.096,8.05,
RFI,324,B,2015,330.01999,62.75417,200,6,201.729,5.4233,35.0406,27.659,,,8.0399,,2313.5784,,2153.172,377.758,13.6951,376.214,2009.5,393.5,394.7,1781.7,216.6,11.2,9.556,5.21,3.44,407.2,15.71,1.075,7.83,
RFI,324,B,2015,330.01999,62.75417,100,7,101.262,6.0097,35.0433,27.5869,,,8.055,,2315.5632,,2146.464,368.25,13.3535,366.757,2002.2,377.3,378.5,1768.8,222.7,10.7,9.411,5.36,3.53,390.4,13.48,0.983,7.38,0.05
RFI,324,B,2015,330.01999,62.75417,50,8,50.2,6.3982,35.0664,27.5538,,,8.0596,8.0606,2316.5735,2314.6941,2143.535,366.401,13.2001,364.923,2000.1,372.4,373.6,1764.8,224.7,10.6,9.364,5.41,3.56,385.4,12.84,0.926,7.06,0.53
RFI,324,B,2015,330.01999,62.75417,20,9,20.269,7.1809,35.0517,27.4344,,,8.1395,,2316.2026,,2102.113,297.848,11.8445,296.659,1949.2,295.5,296.5,1683.3,257.5,8.4,8.666,6.2,4.08,305.9,7.39,0.511,0.86,
RFI,324,B,2015,330.01999,62.75417,10,10,10.377,7.3421,35.0529,27.4123,,,8.164,,2320.7903,,2093.454,279.773,11.4837,278.658,1936.9,275.5,276.4,1660.3,268.7,7.8,8.48,6.47,4.26,285.1,6.28,0.425,0.49,
RFI,324,B,2015,330.01999,62.75417,0,11,2.514,7.3412,35.0545,27.4136,,,8.1676,,2318.4602,,2089.642,277.031,11.4361,275.927,1932.4,272.3,273.2,1654.6,270,7.7,8.451,6.5,4.28,281.8,6.1,0.377,0.37,
RFI,326,B,2015,332.02716,62.754,1000,1,1013.884,3.9922,34.933,27.7419,,,8.0386,,2306.9639,,2144.614,342.599,13.6791,341.172,2005,394.1,395.4,1778.7,215.1,11.2,9.579,5.18,3.41,407.9,16.37,1.127,9.28,
RFI,326,B,2015,332.02716,62.754,300,4,305.037,6.6868,35.1467,27.5815,,,8.0422,,2319.7341,,2147.479,372.861,13.2386,371.363,2012.9,391.6,392.8,1783.2,218.5,11.1,9.524,5.25,3.46,405.3,14.67,1.003,6.94,
RFI,326,B,2015,332.02716,62.754,200,6,202.529,6.8031,35.1469,27.5645,,,8.0471,,2319.9753,,2146.472,372.626,13.1871,371.13,2010.1,386.2,387.5,1778.7,220.4,11,9.476,5.3,3.49,399.7,14.35,0.983,6.68,
RFI,326,B,2015,332.02716,62.754,100,7,100.636,6.9103,35.1456,27.5474,,,8.039,,2315.3137,,2146.368,384.398,13.331,382.857,2010.8,394.4,395.6,1782.7,216.9,11.2,9.551,5.21,3.44,408.2,14.11,0.977,6.6,0.43
RFI,326,B,2015,332.02716,62.754,50,8,51.572,7.1111,35.1307,27.507,,,8.0762,,2321.7571,,2135.927,351.79,12.7502,350.383,1994.1,355.8,356.9,1751.9,232.1,10.1,9.204,5.58,3.68,368.2,10.86,0.747,3.23,1.57
RFI,326,B,2015,332.02716,62.754,20,9,20.615,7.9156,35.1398,27.3968,,,8.1695,,2323.229,,2087.635,275.465,11.2613,274.375,1934.5,271.1,272,1655,271.8,7.7,8.43,6.54,4.31,280.6,5.7,0.416,0.4,
RFI,326,B,2015,332.02716,62.754,10,10,11.063,7.9739,35.1391,27.3872,,,8.1206,,2304.3484,,2093.521,311.97,11.8854,310.737,1950.3,310.4,311.4,1693,248.5,8.8,8.797,5.97,3.94,321.2,5.57,0.399,0.43,
RFI,326,B,2015,332.02716,62.754,0,11,2.508,7.9906,35.1391,27.3846,,,8.1734,,2320.6287,,2082.975,272.832,11.199,271.754,1929.6,267.7,268.5,1648.7,273.2,7.6,8.399,6.57,4.33,277,5.52,0.418,0.43,
RFI,329,B,2015,333.94632,62.74583,1000,1,1013.652,4.3759,34.9686,27.7297,,,8.033,8.0315,2302.8621,2306.665,2140.298,347.359,13.6454,345.92,2004.4,399.6,400.8,1780.3,212.7,11.3,9.625,5.12,3.38,413.5,16.79,1.133,9.53,
RFI,329,B,2015,333.94632,62.74583,300,4,301.774,6.1447,35.0881,27.6071,,,8.0421,,2314.2122,,2146.269,371.882,13.3952,370.377,2008.4,390.9,392.2,1779.5,217.7,11.1,9.528,5.24,3.45,404.6,15.06,1.028,7.47,
RFI,329,B,2015,333.94632,62.74583,200,6,201.297,6.3409,35.0967,27.5871,,,8.0492,,2314.7043,,2143.983,369.543,13.2845,368.051,2004.5,383.2,384.4,1773.1,220.5,10.9,9.458,5.3,3.5,396.6,14.55,0.99,7.23,
RFI,329,B,2015,333.94632,62.74583,100,7,101.812,6.6906,35.122,27.559,,,8.0505,,2313.1274,,2141.014,372.497,13.2147,370.999,2002.1,381.4,382.6,1770.3,221,10.8,9.439,5.31,3.5,394.7,13.78,0.96,6.75,1.49
RFI,329,B,2015,333.94632,62.74583,50,8,51.327,7.1501,35.125,27.4969,,,8.0837,,2314.7646,,2125.732,343.865,12.6195,342.491,1983.1,347.1,348.2,1738.9,234.3,9.8,9.13,5.64,3.72,359.2,10.77,0.734,3.63,1.99
RFI,329,B,2015,333.94632,62.74583,20,9,20.009,7.7203,35.1297,27.4178,,,8.17,,2318.0522,,2084.22,274.491,11.2941,273.402,1929.7,270.1,271,1650.7,271.4,7.7,8.423,6.53,4.3,279.5,6.26,0.421,0.48,
RFI,329,B,2015,333.94632,62.74583,10,10,11.721,8.0085,35.1264,27.3721,,,8.1779,,2316.6736,,2076.777,268.772,11.1305,267.71,1923.1,263.7,264.5,1640.9,274.7,7.5,8.364,6.61,4.36,272.9,5.77,0.388,0.41,
RFI,329,B,2015,333.94632,62.74583,0,11,4.264,8.1754,35.1211,27.3425,,,8.1025,,2290.7861,,2087.923,325.782,12.0789,324.497,1949.9,325.2,326.2,1701.3,239.4,9.2,8.939,5.76,3.8,336.5,5.38,0.367,0.32,
RFI,330,B,2015,332.50317,62.258,1000,1,1014.311,4.2612,34.9669,27.7407,,,8.0401,8.033,2312.4497,2309.3601,2147.299,342.313,13.5801,340.893,2008.9,393.3,394.6,1781.4,216.3,11.2,9.565,5.21,3.43,407,16.85,1.139,9.79,
RFI,330,B,2015,332.50317,62.258,300,4,303.247,6.1362,35.0794,27.6014,,,8.0389,,2318.7151,,2151.979,375.698,13.456,374.177,2014.4,395.3,396.6,1786.3,216.9,11.2,9.566,5.22,3.44,409.2,15.33,1.054,7.61,
RFI,330,B,2015,332.50317,62.258,200,6,203.519,6.3237,35.0846,27.5798,,,8.0435,,2318.5957,,2150.233,375.653,13.3856,374.136,2011.5,390.2,391.4,1781.8,218.7,11.1,9.519,5.26,3.47,403.8,14.62,1.024,7.09,
RFI,330,B,2015,332.50317,62.258,100,7,101.336,6.6746,35.0831,27.5304,,,8.0627,,2319.2227,,2141.914,361.852,13.0509,360.397,2000.5,369.5,370.7,1763.7,226.2,10.5,9.335,5.44,3.59,382.4,12.24,0.85,4.7,0.04
RFI,330,B,2015,332.50317,62.258,50,8,51.673,7.26,35.1089,27.4687,,,8.0875,,2315.2617,,2123.798,340.576,12.5394,339.217,1981.3,343.4,344.5,1735.7,235.9,9.7,9.098,5.67,3.74,355.4,9.21,0.649,1.57,1.24
RFI,330,B,2015,332.50317,62.258,20,9,20.263,7.7171,35.1074,27.4008,,,8.169,,2324.8521,,2091.223,276.109,11.3214,275.014,1936.6,271.8,272.7,1657.2,271.7,7.7,8.44,6.53,4.31,281.3,6.55,0.482,0.47,
RFI,330,B,2015,332.50317,62.258,10,10,9.798,8.0753,35.0952,27.3375,,,8.1249,,2308.5481,,2094.936,309.139,11.8176,307.918,1951.6,307.2,308.2,1692.3,250.6,8.7,8.771,6.03,3.97,318,6.52,0.45,0.39,
RFI,330,B,2015,332.50317,62.258,0,11,3.343,8.0881,35.0973,27.3371,,,8.0886,,2300.9514,,2104.658,339.669,12.3201,338.328,1967.9,340.2,341.3,1723.5,234.7,9.7,9.076,5.65,3.72,352.1,6.54,0.498,0.41,
RFI,332,B,2015,320.34067,62.24983,1000,1,1014.031,3.8766,34.909,27.7345,,,8.0489,,2296.8135,,2131.579,331.95,13.5366,330.565,1989.9,381.1,382.3,1761.1,218,10.8,9.471,5.25,3.46,394.4,16.23,1.124,9.11,
