Cruise,Station,Type,yyyy-mm-ddThh:mm:ss.sss,Longitude [degrees_east],Latitude [degrees_north],Nominal Depth [m],Niskin Bottle,Pressure [db],T [C],SAL,Sigma,TA [umol/l],TA [Reps],pH [in situ],pH reps,TA [UMOL/KG],TA DUPLICATE [UMOL/KG],"DIC(P,T,ALK,pH) [~$m~#mol/kg]:DOUBLE","pCO~_2(P,T,ALK,pH) [~$m~#Atm]:DOUBLE","Revelle Factor(P,T,ALK,pH):DOUBLE",fCO~_2 (pCO~_2) [~$m~#Atm]:DOUBLE,TCO2 in (mmol/kgSW),fCO2 in (matm),pCO2 in (matm),HCO3 in (mmol/kgSW),CO3 in (mmol/kgSW),CO2 in (mmol/kgSW),Revelle in,WCa in,WAr in,xCO2 in (dry at 1 atm) (ppm),NOX UMOL/L,PO4 UMOL/L,SiO2 UMOL/L,CHL a (ug/l)
RFI,332,B,2015,320.34067,62.24983,300,4,303.064,5.4859,35.047,27.6575,,,8.0422,,2305.9192,,2142.884,369.884,13.5716,368.373,2001.1,389.5,390.8,1773.2,216.8,11.1,9.524,5.22,3.44,403.1,15.98,1.078,7.96,
RFI,332,B,2015,320.34067,62.24983,200,6,201.857,5.8043,35.0629,27.6295,,,8.0399,,2308.5586,,2145.751,377.197,13.5754,375.663,2004.7,392.5,393.7,1777.4,216.2,11.1,9.547,5.2,3.43,406.2,15.8,1.077,7.92,
RFI,332,B,2015,320.34067,62.24983,100,7,99.981,6.2533,35.0686,27.5752,,,8.0412,,2307.4922,,2142.785,380.572,13.4838,379.034,2003,390.8,392.1,1775.2,216.6,11.1,9.533,5.21,3.44,404.5,14.33,1.024,7.49,0.51
RFI,332,B,2015,320.34067,62.24983,50,8,50.207,6.5901,35.0796,27.5385,,,8.0652,,2312.0732,,2135.473,360.435,13.0526,358.984,1992.5,365.7,366.9,1755.7,226.5,10.4,9.304,5.45,3.59,378.5,12.51,0.846,4.83,2.76
RFI,332,B,2015,320.34067,62.24983,20,9,19.789,7.4745,35.0541,27.3943,,,8.1614,,2322.5117,,2095.107,281.657,11.4855,280.536,1940.1,277.9,278.7,1664.4,267.8,7.9,8.501,6.44,4.25,287.6,6.75,0.432,0.2,
RFI,332,B,2015,320.34067,62.24983,10,10,10.539,7.961,35.0505,27.3196,,,8.1581,,2322.4209,,2092.956,284.522,11.4227,283.398,1942.3,280.6,281.5,1668,266.3,8,8.527,6.41,4.22,290.4,6.46,0.425,0.15,
RFI,332,B,2015,320.34067,62.24983,0,11,3.746,8.1045,35.0573,27.3032,,,8.1583,,2320.7083,,2090.189,284.372,11.3869,283.25,1940.6,280.2,281.1,1666.4,266.2,8,8.523,6.41,4.22,290,6.25,0.397,0.07,
RFI,334,B,2015,328.185,62.25217,1000,1,1013.153,3.8227,34.905,27.7368,,,8.0475,,2296.1953,,2131.951,333.054,13.5743,331.663,1990.2,382.5,383.8,1762,217.3,10.9,9.484,5.24,3.45,395.9,16.3,1.119,8.75,
RFI,334,B,2015,328.185,62.25217,300,4,302.209,4.8357,34.9953,27.6933,,,8.0459,,2306.4885,,2146.464,365.993,13.7089,364.485,1999.8,385.7,387,1770.8,218.1,11,9.497,5.25,3.46,399.2,16.23,1.098,8.11,
RFI,334,B,2015,328.185,62.25217,200,6,202.499,5.1634,35.0219,27.6754,,,8.0389,8.0435,2305.6709,2304.9978,2147.798,377.18,13.7754,375.633,2003,393.2,394.5,1776.4,215.4,11.2,9.561,5.18,3.42,407,15.87,1.086,7.87,
RFI,334,B,2015,328.185,62.25217,100,7,100.704,5.719,35.0619,27.6383,,,8.0392,,2304.4165,,2144.223,381.573,13.6594,380.02,2001.4,392.5,393.8,1774.7,215.6,11.1,9.55,5.19,3.42,406.2,15.59,1.061,7.69,0.38
RFI,334,B,2015,328.185,62.25217,50,8,50.089,6.2614,35.042,27.5526,,,8.0607,,2304.2625,,2132.411,363.318,13.2073,361.849,1988.5,369.3,370.5,1754.2,223.8,10.5,9.344,5.39,3.55,382.2,12.69,0.949,6.71,3.71
RFI,334,B,2015,328.185,62.25217,20,9,20.353,7.0796,35.042,27.4411,,,8.1379,,2310.3853,,2098.244,298.346,11.8851,297.153,1945.2,296.2,297.1,1680.7,256.1,8.4,8.674,6.16,4.06,306.5,8.24,0.555,0.53,
RFI,334,B,2015,328.185,62.25217,10,10,10.526,7.9144,35.0334,27.3131,,,8.1156,,2296.771,,2089.822,315.332,11.9827,314.085,1947.6,314.2,315.2,1693.6,245.1,8.9,8.846,5.9,3.89,325.2,6.65,0.432,0.16,
RFI,334,B,2015,328.185,62.25217,0,11,2.834,8.0175,35.0399,27.3026,,,8.1512,,2308.4548,,2083.065,288.356,11.4887,287.217,1934.7,284.6,285.5,1665,261.6,8.1,8.568,6.3,4.15,294.5,6.52,0.424,0.1,
RFI,336,B,2015,326.035,62.25283,1000,1,1012.832,3.8266,34.9045,27.736,,,8.0489,,2302.3115,,2137.201,332.77,13.5614,331.38,1994.9,382.1,383.3,1765.6,218.5,10.9,9.477,5.26,3.47,395.4,16.15,1.111,8.55,
RFI,336,B,2015,326.035,62.25283,300,4,303.32,4.5542,34.9683,27.7036,,,8.043,8.0442,2303.1501,2307.0344,2146.398,367.951,13.8352,366.43,1998.7,388.4,389.7,1771.1,216.5,11,9.526,5.21,3.44,402,16.17,1.104,8.24,
RFI,336,B,2015,326.035,62.25283,200,6,201.746,4.7341,34.981,27.6926,,,8.0688,,2310.7559,,2143.437,349.499,13.4416,348.058,1989.9,362.1,363.3,1752.2,227.4,10.3,9.284,5.48,3.61,374.8,15.99,1.085,7.93,
RFI,336,B,2015,326.035,62.25283,100,7,101.031,5.1789,35.0164,27.6682,,,8.044,,2308.4041,,2149.84,377.132,13.7522,375.586,2002.5,388.1,389.3,1773.9,217.6,11,9.514,5.24,3.45,401.6,14.87,1.016,7.53,0.19
RFI,336,B,2015,326.035,62.25283,50,8,50.398,5.9479,35.0114,27.569,,,8.0702,,2310.2607,,2136.385,355.19,13.1623,353.749,1988.4,360.5,361.6,1750.1,228,10.2,9.266,5.49,3.62,373.1,12.6,0.919,7.47,1.22
RFI,336,B,2015,326.035,62.25283,20,9,20.541,6.5211,34.9981,27.4831,,,8.1339,,2312.8521,,2106.936,301.828,12.091,300.612,1950.3,300.1,301.1,1687.3,254.5,8.5,8.715,6.13,4.04,310.6,9.3,0.693,5.17,
RFI,336,B,2015,326.035,62.25283,10,10,10.37,7.2421,34.9824,27.371,,,8.125,,2301.0525,,2094.816,308.054,12.0317,306.824,1945.8,306.5,307.4,1687.8,249.3,8.7,8.778,6,3.96,317.2,6.87,0.518,3.06,
RFI,336,B,2015,326.035,62.25283,0,11,2.694,7.2286,34.9888,27.3779,,,8.1271,,2296.3323,,2089.596,305.939,12.0011,304.718,1940.2,303.9,304.9,1681.9,249.7,8.6,8.756,6.01,3.96,314.5,6.65,0.492,2.43,
RFI,338,B,2015,323.90033,62.2525,1000,1,1016.338,3.7032,34.896,27.7416,,,8.0502,,2299.1655,,2134.463,330.926,13.5701,329.543,1991.3,380.2,381.4,1761.9,218.6,10.8,9.462,5.27,3.47,393.4,15.97,1.102,8.48,
RFI,338,B,2015,323.90033,62.2525,300,4,302.478,4.0689,34.9284,27.7243,,,8.0464,,2307.3762,,2152.431,365.052,13.9362,363.533,2000.8,385.6,386.8,1771.7,218.1,11,9.503,5.25,3.46,399.1,16.33,1.11,8.34,
RFI,338,B,2015,323.90033,62.2525,200,6,203.156,4.2506,34.9439,27.7165,,,8.0421,8.043,2304.8628,2304.6675,2152.018,373.194,14.0013,371.645,2001,389.8,391.1,1773.6,216.3,11.1,9.54,5.21,3.43,403.4,16.26,1.111,8.26,
RFI,338,B,2015,323.90033,62.2525,100,7,101.363,4.7813,34.9916,27.6948,,,8.0444,,2306.3845,,2150.455,376.083,13.8608,374.533,2000.6,387.4,388.6,1772.1,217.5,11,9.512,5.24,3.45,400.9,16.25,1.09,8.04,0.04
RFI,338,B,2015,323.90033,62.2525,50,8,50.549,5.6069,34.9511,27.5641,,,8.09,,2310.3882,,2130.692,337.146,12.9654,335.772,1976.7,340.8,341.9,1731.2,235.8,9.7,9.094,5.68,3.74,352.7,11.36,0.865,7.6,0.34
RFI,338,B,2015,323.90033,62.2525,20,9,19.535,6.7047,34.9029,27.3832,,,8.141,,2306.062,,2096.418,295.538,11.9579,294.351,1940.5,293.4,294.3,1675.8,256.4,8.3,8.664,6.18,4.07,303.6,7.83,0.632,5.97,
RFI,338,B,2015,323.90033,62.2525,10,10,11.115,6.9191,34.916,27.364,,,8.1076,,2299.3274,,2103.921,322.419,12.3742,321.126,1955.9,322.3,323.4,1705.2,241.6,9.2,8.933,5.82,3.84,333.6,8.35,0.751,5.94,
RFI,338,B,2015,323.90033,62.2525,0,11,3.152,6.9119,34.9168,27.3656,,,8.1048,,2301.4565,,2107.376,325.43,12.4239,324.126,1959.6,325.3,326.3,1709.7,240.7,9.2,8.959,5.8,3.82,336.7,8.36,0.658,5.88,
RFI,340,B,2015,321.75266,62.25083,1000,1,1012.306,3.9298,34.914,27.7331,,,8.0451,8.0448,2301.9299,2301.9016,2137.676,336.133,13.5903,334.732,1996.8,386.1,387.4,1768.8,217,11,9.512,5.23,3.45,399.6,16.18,1.114,8.68,
RFI,340,B,2015,321.75266,62.25083,300,4,302.38,4.9677,35.0064,27.6869,,,,,,,,,,,,,,,,,,,,,16.02,1.083,7.92,
RFI,340,B,2015,321.75266,62.25083,200,6,202.295,5.3184,35.0343,27.6667,,,,,,,,,,,,,,,,,,,,,15.66,1.063,7.64,
RFI,340,B,2015,321.75266,62.25083,100,7,100.938,5.6264,35.0073,27.6067,,,,,,,,,,,,,,,,,,,,,12.37,0.94,7.39,0.33
RFI,340,B,2015,321.75266,62.25083,50,8,50.022,6.5753,35.0018,27.4791,,,,,,,,,,,,,,,,,,,,,8.47,0.655,6.24,0.98
RFI,340,B,2015,321.75266,62.25083,20,9,20.963,6.6904,35.013,27.472,,,,,,,,,,,,,,,,,,,,,8.12,0.643,6.06,
RFI,340,B,2015,321.75266,62.25083,10,10,10.567,6.6986,35.0134,27.4711,,,,,,,,,,,,,,,,,,,,,8.03,0.643,5.95,
RFI,340,B,2015,321.75266,62.25083,0,11,2.185,6.6936,35.0097,27.4687,,,,,,,,,,,,,,,,,,,,,8.18,0.647,6.09,
RFI,343,B,2015,319.99066,62.24533,1000,1,1015.105,3.6883,34.9204,27.7625,,,8.0489,,2302.594,,2138.266,332.54,13.595,331.15,1995,382.1,383.3,1765.6,218.6,10.9,9.475,5.26,3.47,395.4,15.58,1.068,8.81,
RFI,343,B,2015,319.99066,62.24533,300,4,302.754,4.9087,34.9918,27.6821,,,,,,,,,,,,,,,,,,,,,15.43,1.05,7.67,
RFI,343,B,2015,319.99066,62.24533,200,6,201.818,5.604,35.0474,27.6422,,,,,,,,,,,,,,,,,,,,,14.81,1.021,7.23,
RFI,343,B,2015,319.99066,62.24533,100,7,103.173,5.7983,35.0592,27.6263,,,,,,,,,,,,,,,,,,,,,14.14,0.99,7.04,1.49
RFI,343,B,2015,319.99066,62.24533,50,8,49.916,5.8524,35.0012,27.5731,,,,,,,,,,,,,,,,,,,,,11.44,0.912,6.2,1.99
RFI,343,B,2015,319.99066,62.24533,20,9,19.954,6.3314,35.0062,27.5147,,,,,,,,,,,,,,,,,,,,,9.34,0.705,5.99,
RFI,343,B,2015,319.99066,62.24533,10,10,9.276,6.3607,35.0092,27.5132,,,,,,,,,,,,,,,,,,,,,9.25,0.704,5.87,
RFI,343,B,2015,319.99066,62.24533,0,11,2.457,6.3549,35.0087,27.5134,,,,,,,,,,,,,,,,,,,,,9.31,0.711,5.93,
RFI,344,B,2015,318.97549,61.49183,1000,1,1011.448,4.0262,34.9317,27.7373,,,8.0447,,2302.873,,2138.031,336.728,13.5673,335.326,1997.7,386.7,387.9,1769.7,217,11,9.515,5.23,3.45,400.2,15.88,1.086,8.78,
RFI,344,B,2015,318.97549,61.49183,300,4,303.781,5.3497,35.0319,27.6621,,,8.0362,,2302.2188,,2142.761,374.958,13.7018,373.424,2001.4,395.6,396.9,1776.1,214.1,11.2,9.582,5.15,3.4,409.4,15.28,1.037,7.44,
RFI,344,B,2015,318.97549,61.49183,200,6,203.125,5.7082,35.0586,27.6382,,,8.0349,,2303.6255,,2143.72,381.163,13.6735,379.611,2003.3,397.2,398.5,1778.2,213.8,11.3,9.593,5.14,3.39,411.1,14.75,1.015,7.21,
RFI,344,B,2015,318.97549,61.49183,100,7,103.772,5.9973,35.0484,27.5925,,,8.0842,,2310.9753,,2129.64,340.307,12.8986,338.926,1980,346.3,347.4,1736.4,233.8,9.8,9.132,5.63,3.71,358.4,11.73,0.883,6.57,0.09
RFI,344,B,2015,318.97549,61.49183,50,8,50.02,6.1157,35.009,27.5455,,,8.1161,,2309.6177,,2114.486,314.739,12.4276,313.465,1958.9,315.7,316.7,1703.3,246.7,9,8.858,5.94,3.91,326.7,9.82,0.75,6.11,0.78
RFI,344,B,2015,318.97549,61.49183,20,9,19.904,5.9522,34.9551,27.5236,,,8.1262,,2308.2644,,2110.651,307.368,12.3478,306.121,1951.7,306.5,307.5,1692.4,250.5,8.7,8.779,6.03,3.98,317.2,9.35,0.76,5.95,
RFI,344,B,2015,318.97549,61.49183,10,10,11.519,5.9546,34.9548,27.523,,,8.1279,,2310.2744,,2111.901,306.563,12.3297,305.319,1952.3,305.2,306.2,1692.2,251.5,8.7,8.767,6.06,3.99,315.9,9.31,0.735,5.92,
RFI,344,B,2015,318.97549,61.49183,0,11,3.213,5.9538,34.9545,27.5228,,,8.1134,8.1094,2301.6069,2303.7764,2110.395,317.654,12.5341,316.365,1954,317.2,318.2,1700.5,244.4,9,8.88,5.89,3.88,328.2,9.28,0.727,5.94,
RFI,346,B,2015,321.07751,61.50033,1000,1,1014.618,3.7591,34.9019,27.7407,,,8.0375,,2301.5183,,2141.514,342.513,13.7608,341.082,2001,394.5,395.8,1775.7,214,11.2,9.589,5.16,3.4,408.3,16.07,1.096,8.54,
RFI,346,B,2015,321.07751,61.50033,300,4,302.658,4.675,34.9815,27.7006,,,8.0342,8.0415,2302.3523,2305.6826,2148.329,376.427,13.9375,374.874,2003.1,398.1,399.3,1778.6,213.2,11.3,9.61,5.13,3.38,412,16.22,1.092,8.01,
RFI,346,B,2015,321.07751,61.50033,200,6,201.705,4.9464,35.0073,27.6892,,,8.0373,,2308.9976,,2153.122,379.171,13.8716,377.611,2007.1,395.7,396.9,1780.8,215.1,11.2,9.583,5.18,3.41,409.5,16.05,1.077,7.9,
RFI,346,B,2015,321.07751,61.50033,100,7,100.435,5.4759,35.0537,27.662,,,8.0415,,2308.3682,,2148.702,379.787,13.6993,378.236,2003.7,390.7,392,1775.8,216.8,11.1,9.533,5.22,3.44,404.4,15.72,1.058,7.48,0.38
RFI,346,B,2015,321.07751,61.50033,50,8,49.672,5.5872,35.0009,27.6059,,,8.0821,,2308.3477,,2132.04,343.813,13.0766,342.411,1979.4,348.1,349.2,1736.9,232.5,9.9,9.156,5.6,3.69,360.3,11.45,0.888,7.35,3.71
RFI,346,B,2015,321.07751,61.50033,20,9,20.169,6.7696,34.9502,27.4117,,,8.1415,,2312.1816,,2101.148,295.848,11.9328,294.66,1945.2,293.6,294.5,1679.4,257.5,8.3,8.659,6.2,4.09,303.8,7.74,0.677,5.96,
RFI,346,B,2015,321.07751,61.50033,10,10,10.499,6.7689,34.9542,27.4148,,,8.1447,,2308.7502,,2096.566,293.201,11.8873,292.023,1940,290.4,291.3,1673.3,258.5,8.2,8.63,6.22,4.1,300.5,7.63,0.635,5.86,
RFI,346,B,2015,321.07751,61.50033,0,11,4.236,6.7685,34.9549,27.4153,,,8.1196,,2303.4231,,2103.333,312.994,12.2387,311.737,1951.6,311.8,312.8,1695.6,247.2,8.9,8.829,5.95,3.92,322.6,7.55,0.632,5.83,
RFI,348,B,2015,323.17401,61.49933,1000,1,1012.66,3.6443,34.8887,27.7416,,,8.0275,,2290.6299,,2135.928,349.768,13.9406,348.304,1997,403.9,405.2,1776.4,209.2,11.5,9.68,5.04,3.32,418,15.98,1.091,8.37,
RFI,348,B,2015,323.17401,61.49933,300,4,304.235,3.8328,34.9084,27.7329,,,8.0384,,2299.0911,,2149.249,371.031,14.1233,369.483,1998.2,393,394.3,1772.9,214.2,11.2,9.577,5.16,3.4,406.8,16.35,1.103,8.33,
RFI,348,B,2015,323.17401,61.49933,200,6,202.465,3.9383,34.9171,27.7282,,,8.0425,,2299.6819,,2149.033,371.72,14.0831,370.171,1996.2,388.6,389.8,1769.4,215.8,11,9.535,5.2,3.43,402.1,16.47,1.108,8.31,
RFI,348,B,2015,323.17401,61.49933,100,7,102.616,4.3745,34.9263,27.6883,,,8.0516,,2306.3301,,2150.45,368.836,13.8772,367.308,1996.8,379.8,381,1766,220,10.8,9.452,5.3,3.49,393,14.43,1.06,8.63,0.28
RFI,348,B,2015,323.17401,61.49933,50,8,51.958,5.0275,34.9348,27.6209,,,8.0774,,2311.1462,,2140.846,348.179,13.3209,346.749,1985.3,353.5,354.7,1744.6,230.7,10,9.211,5.56,3.66,365.9,11.77,0.916,7.77,0.65
RFI,348,B,2015,323.17401,61.49933,20,9,21.532,6.7051,34.9056,27.3854,,,8.1435,,2309.7107,,2098.616,293.974,11.9263,292.792,1942,291.7,292.6,1675.9,257.9,8.3,8.647,6.21,4.09,301.9,7.13,0.616,5.98,
RFI,348,B,2015,323.17401,61.49933,10,10,11.902,6.7108,34.9086,27.3868,,,8.0887,,2292.2927,,2107.197,337.776,12.6974,336.419,1961.6,339.4,340.5,1718.8,233.1,9.6,9.093,5.62,3.7,351.2,7.01,0.608,5.92,
RFI,348,B,2015,323.17401,61.49933,0,11,4.001,6.7086,34.9087,27.3871,,,8.1023,8.1212,2296.3936,2303.1572,2105.212,326.753,12.5065,325.44,1956.7,326.9,328,1708.4,239.1,9.3,8.977,5.76,3.8,338.3,7.03,0.607,5.92,
RFI,350,B,2015,325.26151,61.501,1000,1,1012.126,3.7122,34.8965,27.7411,,,8.0406,8.0405,2298.9551,2298.6826,2138.178,339.435,13.7228,338.016,1996.9,390.6,391.9,1770.8,214.9,11.1,9.556,5.18,3.41,404.3,15.85,1.091,8.28,
RFI,350,B,2015,325.26151,61.501,300,4,304.093,4.127,34.9319,27.7209,,,8.0352,,2302.845,,2152.129,375.01,14.0907,373.451,2003.3,397.2,398.5,1778.6,213.4,11.3,9.609,5.14,3.39,411.1,16.28,1.108,8.34,
RFI,350,B,2015,325.26151,61.501,200,6,202.543,4.3425,34.9489,27.7106,,,8.0431,,2304.4602,,2150.626,372.269,13.9574,370.726,2000,388.6,389.9,1772.3,216.6,11,9.529,5.22,3.44,402.2,16.39,1.111,8.35,
RFI,350,B,2015,325.26151,61.501,100,7,100.944,5.0245,34.9758,27.6542,,,8.0465,,2308.0986,,2149.743,374.599,13.7659,373.06,2001,385.4,386.7,1771.7,218.4,10.9,9.496,5.26,3.47,398.9,15.15,1.045,7.93,0.05
RFI,350,B,2015,325.26151,61.501,50,8,50.914,5.9328,34.9757,27.5427,,,8.0767,,2308.2864,,2132.015,348.931,13.072,347.514,1982.9,353.6,354.8,1742.5,230.3,10,9.209,5.54,3.65,366,12.13,0.881,7.2,0.47
RFI,350,B,2015,325.26151,61.501,20,9,21.122,6.8039,34.9584,27.4135,,,8.0966,,2302.2947,,2112.088,331.865,12.5543,330.533,1965.2,333.1,334.2,1718.2,237.6,9.5,9.026,5.72,3.77,344.7,9.07,0.662,2.58,
RFI,350,B,2015,325.26151,61.501,10,10,9.275,6.8307,34.9604,27.4112,2353.3101,,8.0914,,,,,,,,,,,,,,,,,,9.03,0.656,2.41,
RFI,350,B,2015,325.26151,61.501,0,11,2.777,6.8264,34.9591,27.4107,2359.03,,8.1009,,,,,,,,,,,,,,,,,,8.98,0.775,2.61,
RFI,352,B,2015,327.362,61.50134,1000,1,1013.402,3.9459,34.9211,27.7371,2360.1101,,8.0439,,2302.8333,,2138.872,337.281,13.604,335.875,1998.2,387.6,388.8,1770.6,216.7,11,9.524,5.22,3.44,401.1,16.54,1.127,9.17,
RFI,352,B,2015,327.362,61.50134,300,4,303.829,5.3836,35.0257,27.653,2369.1699,,8.0357,,2311.5088,,2151.655,377.046,13.7168,375.504,2010.2,397.9,399.1,1784.1,214.8,11.3,9.598,5.17,3.41,411.7,16.25,1.102,8.15,
RFI,352,B,2015,327.362,61.50134,200,6,201.454,5.8322,35.0599,27.6237,2368.8201,,8.0399,,2311.1299,,2148.043,377.677,13.5728,376.142,2007.1,393,394.2,1779.5,216.5,11.2,9.551,5.21,3.43,406.7,15.24,1.051,7.47,
RFI,352,B,2015,327.362,61.50134,100,7,102.554,6.1456,35.0444,27.5702,2368.6101,,8.0427,,2310.9446,,2146.255,379.527,13.5001,377.99,2005.4,389.9,391.1,1776.8,217.5,11.1,9.525,5.23,3.45,403.5,13.71,0.994,7.09,0.23
RFI,352,B,2015,327.362,61.50134,50,8,52.022,7.3937,35.0578,27.4093,2370.8999,,8.1365,,2313.1418,,2098.434,298.758,11.8141,297.568,1948.4,297.7,298.7,1684.1,255.9,8.5,8.686,6.16,4.06,308.1,8.24,0.529,0.22,0.54
RFI,352,B,2015,327.362,61.50134,20,9,21.574,7.4257,35.0616,27.4072,2372.0701,,8.1422,,2314.2629,,2097.029,295.423,11.7433,294.247,1945.6,292.9,293.9,1678.8,258.5,8.3,8.641,6.22,4.1,303.1,7.79,0.513,0.1,
RFI,352,B,2015,327.362,61.50134,10,10,11.362,7.4247,35.0618,27.4074,2365.8101,,8.1146,,2308.197,,2104.523,317.576,12.1262,316.311,1958.2,316.7,317.7,1703.1,246.1,9,8.862,5.92,3.9,327.7,7.79,0.512,0.1,
RFI,352,B,2015,327.362,61.50134,0,11,3.504,7.4235,35.0617,27.4074,2360.6499,2367.6499,8.0988,8.114,2309.9714,2303.1433,2113.585,331.771,12.3604,330.451,1969.9,331.8,332.8,1720.7,239.7,9.4,8.999,5.77,3.8,343.4,7.13,0.486,0.1,
RFI,354,B,2015,329.45715,61.5015,1000,1,1016.351,3.8984,34.9497,27.7648,,,8.0446,,2300.5974,,2136.571,336.104,13.5933,334.703,1995.6,386.3,387.5,1767.8,216.8,11,9.51,5.22,3.44,399.8,16.75,1.14,10.11,
RFI,354,B,2015,329.45715,61.5015,300,4,301.514,4.6377,34.9664,27.6928,,,8.0359,,2307.3491,,2152.766,375.654,13.9336,374.103,2006.7,397.1,398.4,1781.2,214.2,11.3,9.601,5.16,3.4,411,16.71,1.125,8.75,
RFI,354,B,2015,329.45715,61.5015,200,6,201.323,4.9052,34.9852,27.6764,,,8.0346,,2304.1934,,2149.985,381.043,13.9246,379.475,2004.5,397.9,399.2,1779.7,213.5,11.3,9.608,5.14,3.39,411.8,16.36,1.104,8.25,
RFI,354,B,2015,329.45715,61.5015,100,7,101.689,5.3757,34.9958,27.6283,,,8.0478,,2307.8887,,2146.594,373.528,13.6411,372.001,1999.9,383.9,385.1,1770.1,219,10.9,9.48,5.27,3.47,397.3,14.81,1.046,7.87,0.07
RFI,354,B,2015,329.45715,61.5015,50,8,48.993,7.0527,35.0193,27.4273,,,8.1048,,2307.5894,,2110.792,324.413,12.35,323.115,1964.3,325.9,326.9,1713.2,241.8,9.3,8.951,5.82,3.84,337.2,8.89,0.592,1.07,0.49
RFI,354,B,2015,329.45715,61.5015,20,9,21.243,7.0619,35.0249,27.4301,,,8.1183,,2311.2134,,2108.402,314.492,12.1709,313.234,1958.8,313.8,314.8,1702.1,247.8,8.9,8.838,5.96,3.93,324.8,8.14,0.575,0.84,
RFI,354,B,2015,329.45715,61.5015,10,10,8.684,7.0642,35.025,27.4297,,,,,,,,,,,,,,,,,,,,,,,,
RFI,354,B,2015,329.45715,61.5015,0,11,3.451,7.0632,35.0248,27.4296,,,8.1222,,2310.9434,,2106.641,311.853,12.1234,310.606,1956,310.2,311.2,1697.8,249.4,8.8,8.806,6,3.96,321.1,8.71,0.591,0.87,
RFI,357,B,2015,331.79916,64.486,1000,1,1012.055,4.1726,34.9317,27.722,,,8.0374,,2301.4871,,2138.725,343.11,13.6401,341.684,2000.8,394.5,395.8,1775.5,214.1,11.2,9.585,5.16,3.4,408.3,16.58,1.126,8.98,
RFI,357,B,2015,331.79916,64.486,300,4,301.124,6.7738,35.151,27.5731,,,8.0415,,2314.9932,,2142.712,372.986,13.2197,371.488,2009,391.5,392.8,1780,217.8,11.1,9.525,5.24,3.45,405.2,14.87,0.985,6.82,
RFI,357,B,2015,331.79916,64.486,200,6,201.777,6.7282,35.1312,27.5623,,,8.0408,,2311.8167,,2141.974,377.46,13.2963,375.943,2006.6,391.8,393.1,1778.4,217.1,11.1,9.531,5.22,3.44,405.5,14.82,1.001,6.81,
RFI,357,B,2015,331.79916,64.486,100,7,103.952,6.9323,35.1439,27.543,,,8.0435,,2314.2563,,2143.268,379.599,13.2525,378.078,2007.1,389.2,390.4,1777.6,218.5,11,9.505,5.25,3.46,402.8,14.45,0.982,6.54,0.08
RFI,357,B,2015,331.79916,64.486,50,8,50.694,7.6632,35.1218,27.4205,,,8.1212,,2316.2896,,2106.227,311.66,11.9532,310.423,1960.6,311.6,312.6,1701.8,250,8.8,8.806,6.01,3.96,322.5,8.41,0.61,1.17,0.53
RFI,357,B,2015,331.79916,64.486,20,9,20.379,7.6727,35.1222,27.4189,,,8.1056,,2307.3162,,2105.505,324.753,12.1739,323.464,1962.7,324.7,325.8,1711,242.5,9.2,8.929,5.83,3.84,336.1,8.35,0.622,1.14,
RFI,357,B,2015,331.79916,64.486,10,10,11.343,7.6723,35.1223,27.4189,,,,,,,,,,,,,,,,,,,,,8.33,0.626,1.17,
RFI,357,B,2015,331.79916,64.486,0,11,3.494,7.6715,35.1217,27.4184,,,8.1199,,2315.1982,,2106.574,314.323,11.9911,313.075,1960.5,312.6,313.6,1702.3,249.3,8.9,8.816,6,3.95,323.5,8.37,0.62,1.15,
